country,country_code,continent,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Macao SAR, China",MAC,East Asia & Pacific,"(167795.0, nan, 64.828)","(170466.0, nan, 65.301)","(176188.0, nan, 65.757)","(184245.0, nan, 66.199)","(193556.0, nan, 66.629)","(203224.0, nan, 67.055)","(213189.0, nan, 67.486)","(223416.0, nan, 67.928)","(233002.0, nan, 68.388)","(240837.0, nan, 68.865)","(246193.0, nan, 69.36)","(248745.0, nan, 69.869)","(248770.0, nan, 70.384)","(246945.0, nan, 70.897)","(244289.0, nan, 71.4)","(241631.0, nan, 71.887)","(239074.0, nan, 72.352)","(236669.0, nan, 72.793)","(235175.0, nan, 73.209)","(235440.0, nan, 73.602)","(238085.0, nan, 73.974)","(243373.0, nan, 74.33)","(251154.0, 4549.01683674284, 74.677)","(260921.0, 4342.34203430073, 75.02)","(271914.0, 4796.93298957244, 75.362)","(283490.0, 4804.6820413305, 75.702)","(295597.0, 5183.06017951532, 76.036)","(308181.0, 6352.52265612986, 76.363)","(320774.0, 7135.11551842595, 76.68)","(332783.0, 8130.40259489952, 76.99)","(343816.0, 9442.48666514193, 77.296)","(353623.0, 10647.5715406588, 77.607)","(362308.0, 13564.125216974, 77.926)","(370195.0, 15304.2870940211, 78.253)","(377805.0, 16704.8988280258, 78.588)","(385517.0, 18277.0425043395, 78.925)","(393376.0, 18244.3589603627, 79.256)","(401353.0, 18107.6598471248, 79.573)","(409620.0, 16595.2933811782, 79.872)","(418388.0, 15649.6588689047, 80.15)","(427772.0, 15835.9910148095, 80.407)","(437928.0, 15665.2979678214, 80.645)","(448813.0, 16424.9321125729, 80.87)","(460157.0, 17921.1045739797, 81.089)","(471600.0, 22568.3101742114, 81.304)","(482863.0, 25183.132681202, 81.523)","(493804.0, 30121.5604253322, 81.748)","(504504.0, 36550.5051618973, 81.981)","(515232.0, 40810.8280358493, 82.22)","(526401.0, 41010.0682589849, 82.462)","(538215.0, 52473.1909904323, 82.704)","(550833.0, 66891.2819664822, 82.938)","(564037.0, 76572.1517871286, 83.158)","(577368.0, 89260.7571041005, 83.361)","(590210.0, 93022.8751422537, 83.543)","(602093.0, 74839.3320403144, 83.707)","(612824.0, 73569.4336917492, 83.854)","(622578.0, 81044.8899769759, 83.989)","(631633.0, 87554.7138573949, 84.118)","(640446.0, 86117.6554287201, 84.244)","(649342.0, nan, nan)"
St. Martin (French part),MAF,Latin America & Caribbean,"(3898.0, nan, nan)","(3996.0, nan, nan)","(4078.0, nan, nan)","(4179.0, nan, nan)","(4302.0, nan, nan)","(4471.0, nan, nan)","(4675.0, nan, nan)","(4922.0, nan, nan)","(5194.0, nan, nan)","(5461.0, nan, nan)","(5707.0, nan, nan)","(5945.0, nan, nan)","(6156.0, nan, nan)","(6370.0, nan, nan)","(6601.0, nan, nan)","(6882.0, nan, nan)","(7250.0, nan, nan)","(7713.0, nan, nan)","(8191.0, nan, nan)","(8557.0, nan, nan)","(8777.0, nan, nan)","(8675.0, nan, nan)","(8372.0, nan, 73.219512195122)","(8296.0, nan, 72.7682926829268)","(9067.0, nan, 72.919512195122)","(11066.0, nan, 72.6682926829268)","(14561.0, nan, 73.519512195122)","(19274.0, nan, 73.6707317073171)","(24374.0, nan, 74.2707317073171)","(28723.0, nan, 74.3219512195122)","(31522.0, nan, 74.5219512195122)","(32441.0, nan, 75.9243902439025)","(31816.0, nan, 75.4243902439025)","(30194.0, nan, 75.5731707317073)","(28482.0, nan, 75.7731707317073)","(27320.0, nan, 75.9731707317073)","(26854.0, nan, 76.1243902439025)","(26910.0, nan, 76.2731707317073)","(27388.0, nan, 76.4731707317073)","(28122.0, nan, 76.6731707317073)","(28935.0, nan, 76.8731707317073)","(29847.0, nan, 76.9731707317073)","(30913.0, nan, 77.1731707317073)","(32055.0, nan, 77.3731707317073)","(33187.0, nan, 77.5219512195122)","(34252.0, nan, 77.6731707317073)","(35240.0, nan, 77.8731707317073)","(36138.0, nan, 78.0219512195122)","(36880.0, nan, 78.2219512195122)","(37380.0, nan, 78.3731707317073)","(37582.0, nan, 78.5219512195122)","(37451.0, nan, 78.7219512195122)","(37012.0, nan, 78.8731707317073)","(36458.0, nan, 79.0219512195122)","(36018.0, nan, 79.1731707317073)","(35865.0, nan, 79.3219512195122)","(36061.0, nan, 79.5219512195122)","(36569.0, nan, 79.6219512195122)","(37264.0, nan, 79.8219512195122)","(38002.0, nan, 79.9731707317073)","(38659.0, nan, nan)"
Morocco,MAR,Middle East & North Africa,"(12328532.0, 164.80083236727, 48.458)","(12710587.0, 158.923580138871, 48.88)","(13094890.0, 181.182640859323, 49.307)","(13478425.0, 196.531277873518, 49.738)","(13857656.0, 201.261983005248, 50.168)","(14230163.0, 206.44901799101, 50.593)","(14595351.0, 196.314451478043, 51.009)","(14954037.0, 202.857271678879, 51.413)","(15307267.0, 212.750855609973, 51.808)","(15656846.0, 232.125913282718, 52.195)","(16004732.0, 246.01566223864, 52.572)","(16350883.0, 265.207664249079, 52.94)","(16696890.0, 302.56449037608, 53.305)","(17048525.0, 364.636106705035, 53.676)","(17413149.0, 439.012359156842, 54.066)","(17796171.0, 502.756524021843, 54.492)","(18198836.0, 524.17912370212, 54.976)","(18620087.0, 590.232250943507, 55.525)","(19059773.0, 690.170800263724, 56.142)","(19516942.0, 809.627606954598, 56.823)","(19990006.0, 1078.83990963336, 57.56)","(20479709.0, 861.79795841146, 58.339)","(20984023.0, 836.435062562509, 59.139)","(21495088.0, 750.021607418381, 59.936)","(22002641.0, 668.385423045468, 60.717)","(22499111.0, 660.946735768742, 61.469)","(22980334.0, 840.011686416924, 62.188)","(23447256.0, 920.591372587876, 62.877)","(23903592.0, 1066.33065159431, 63.535)","(24355624.0, 1071.17751759214, 64.157)","(24807461.0, 1206.01188616466, 64.732)","(25260407.0, 1266.84889420351, 65.251)","(25711410.0, 1299.42127789307, 65.715)","(26155204.0, 1199.31910396897, 66.128)","(26584473.0, 1326.94145210528, 66.501)","(26994255.0, 1432.30983568683, 66.846)","(27383472.0, 1561.12961064576, 67.175)","(27754573.0, 1396.76966746003, 67.508)","(28110447.0, 1472.38598282299, 67.86)","(28455504.0, 1447.96919255088, 68.245)","(28793672.0, 1334.94346380236, 68.684)","(29126323.0, 1339.29407718828, 69.193)","(29454765.0, 1416.4883957844, 69.769)","(29782884.0, 1725.45746606577, 70.399)","(30115196.0, 1952.9025338131, 71.067)","(30455563.0, 2018.02554710957, 71.746)","(30804689.0, 2196.01127633502, 72.403)","(31163670.0, 2499.25993757187, 73.009)","(31536807.0, 2890.36071538625, 73.546)","(31929087.0, 2866.92411016989, 74.003)","(32343384.0, 2839.92611978697, 74.382)","(32781860.0, 3046.94785427611, 74.696)","(33241898.0, 2912.65827494029, 74.97)","(33715705.0, 3121.68008083643, 75.227)","(34192358.0, 3171.69919227376, 75.477)","(34663608.0, 2875.25798516781, 75.726)","(35126274.0, 2896.72219562665, 75.974)","(35581257.0, 3035.45443323105, 76.218)","(36029089.0, 3226.98279356862, 76.453)","(36471766.0, 3230.40972230151, 76.68)","(36910558.0, 3009.24945958152, nan)"
Monaco,MCO,Europe & Central Asia,"(22461.0, nan, nan)","(22813.0, nan, nan)","(23043.0, nan, nan)","(23165.0, nan, nan)","(23236.0, nan, nan)","(23289.0, nan, nan)","(23302.0, nan, nan)","(23292.0, nan, nan)","(23295.0, nan, nan)","(23348.0, nan, nan)","(23487.0, 12478.1312231659, nan)","(23721.0, 13812.718181146, nan)","(24049.0, 16735.0132333149, nan)","(24445.0, 21417.5829453693, nan)","(24829.0, 22712.9433599518, nan)","(25203.0, 28247.5496670412, nan)","(25523.0, 28810.8730132684, nan)","(25811.0, 31430.4338223286, nan)","(26090.0, 38349.3957599325, nan)","(26391.0, 45845.1098251087, nan)","(26752.0, 51515.0641298537, nan)","(27162.0, 44369.5613532147, nan)","(27633.0, 41371.8768078816, nan)","(28091.0, 38893.3032300995, nan)","(28511.0, 36382.9734569848, nan)","(28836.0, 37552.0556421484, nan)","(29050.0, 52158.6777352307, nan)","(29156.0, 63077.7745675481, nan)","(29232.0, 68441.2516124554, nan)","(29309.0, 68583.6040547841, nan)","(29433.0, 84303.8784345827, nan)","(29629.0, 83721.9914222793, nan)","(29859.0, 91670.60400736, nan)","(30145.0, 85397.3265576507, nan)","(30436.0, 89378.0397852409, nan)","(30731.0, 101866.604082751, nan)","(31001.0, 101212.002562744, nan)","(31268.0, 90833.2974627833, nan)","(31554.0, 92999.2534514393, nan)","(31836.0, 91283.2565855903, nan)","(32148.0, 82365.492364536, nan)","(32474.0, 83724.465911527, nan)","(32804.0, 90506.8595058764, nan)","(33144.0, 108656.802575207, nan)","(33499.0, 123523.493238604, nan)","(33842.0, 124197.275382905, nan)","(34189.0, 134048.621858085, nan)","(34524.0, 169966.306938019, nan)","(34860.0, 185785.725924897, nan)","(35223.0, 154775.380774218, nan)","(35609.0, 150737.892475253, nan)","(36025.0, 169016.196065279, nan)","(36459.0, 157520.219426533, nan)","(36899.0, 177673.74536842, nan)","(37320.0, 189432.370013147, nan)","(37723.0, 165989.505113832, nan)","(38070.0, 170028.655717864, nan)","(38392.0, 167517.059727856, nan)","(38682.0, 185978.609251356, nan)","(38967.0, 190512.737442436, nan)","(39244.0, nan, nan)"
Moldova,MDA,Europe & Central Asia,"(2043664.0, nan, 61.995)","(2092667.0, nan, 62.367)","(2140063.0, nan, 62.743)","(2185050.0, nan, 63.122)","(2228429.0, nan, 63.496)","(2269399.0, nan, 63.856)","(2307959.0, nan, 64.186)","(2344108.0, nan, 64.476)","(2377848.0, nan, 64.718)","(2411588.0, nan, 64.908)","(2445328.0, nan, 65.045)","(2479871.0, nan, 65.134)","(2515217.0, nan, 65.186)","(2549760.0, nan, 65.213)","(2582697.0, nan, 65.221)","(2611616.0, nan, 65.209)","(2638126.0, nan, 65.172)","(2660619.0, nan, 65.111)","(2682309.0, nan, 65.037)","(2703999.0, nan, 64.971)","(2728099.0, nan, 64.951)","(2754609.0, nan, 65.022)","(2782725.0, nan, 65.205)","(2811645.0, nan, 65.499)","(2840565.0, nan, 65.887)","(2867878.0, nan, 66.33)","(2893584.0, nan, 66.772)","(2918487.0, nan, 67.156)","(2940177.0, nan, 67.44)","(2957047.0, nan, 67.605)","(2969097.0, nan, 67.643)","(2975523.0, nan, 67.563)","(2977130.0, nan, 67.408)","(2973114.0, nan, 67.221)","(2964277.0, nan, 67.03)","(2952307.0, 593.766138282668, 66.867)","(2946401.0, 575.319575954883, 66.761)","(2935524.0, 657.491190271709, 66.722)","(2934339.0, 578.909766272913, 66.752)","(2929735.0, 399.620770265718, 66.852)","(2923783.0, 440.672030653269, 67.006)","(2917252.0, 507.557658390849, 67.185)","(2910504.0, 570.972645432751, 67.362)","(2902320.0, 682.525508823377, 67.521)","(2895147.0, 897.449958810326, 67.665)","(2888111.0, 1034.70705816743, 67.82)","(2880095.0, 1183.37921117185, 68.022)","(2873429.0, 1531.68547618214, 68.302)","(2867964.0, 2111.20149504197, 68.671)","(2864346.0, 1899.01011658378, 69.119)","(2861487.0, 2437.52997842423, 69.616)","(2859833.0, 2942.25594861529, 70.119)","(2859458.0, 3045.73987422417, 70.581)","(2858692.0, 3322.0384362615, 70.968)","(2856950.0, 3328.80144892125, 71.267)","(2834530.0, 2732.45711293733, 71.478)","(2802170.0, 2880.43928129296, 71.617)","(2755158.0, 3509.69345025814, 71.717)","(2708214.0, 4230.3630367862, 71.808)","(2663251.0, 4494.01840306454, 71.901)","(2617820.0, 4551.13067562421, nan)"
Madagascar,MDG,Sub-Saharan Africa,"(5099368.0, 131.993165442526, 39.962)","(5223561.0, 133.847760915801, 40.444)","(5352497.0, 138.120003962927, 40.924)","(5486319.0, 138.407165710075, 41.401)","(5625164.0, 142.659339874214, 41.876)","(5769215.0, 144.484730099737, 42.351)","(5918592.0, 152.107897230998, 42.828)","(6073529.0, 157.476309266383, 43.31)","(6234468.0, 165.478375438155, 43.796)","(6401920.0, 165.011598792019, 44.283)","(6576305.0, 169.070560105029, 44.771)","(6757853.0, 177.498331199538, 45.257)","(6946619.0, 193.128582636403, 45.735)","(7142634.0, 231.435958690105, 46.203)","(7345773.0, 261.035590134203, 46.656)","(7556032.0, 302.149227701469, 47.094)","(7773452.0, 280.678930535032, 47.517)","(7998157.0, 294.934246280607, 47.926)","(8230214.0, 324.384653364504, 48.317)","(8469677.0, 408.937186320666, 48.683)","(8716549.0, 596.774979295455, 49.005)","(8971339.0, 530.50430597388, 49.26)","(9234137.0, 518.18349120989, 49.442)","(9504283.0, 493.088959267911, 49.56)","(9780869.0, 399.344729064822, 49.634)","(10063493.0, 377.856664172781, 49.694)","(10352117.0, 420.009723502387, 49.781)","(10647753.0, 301.744467664672, 49.932)","(10952396.0, 291.210887670581, 50.176)","(11268653.0, 281.811706558042, 50.53)","(11598647.0, 338.947712672835, 51.003)","(11942809.0, 272.524919055618, 51.595)","(12301338.0, 301.996986603085, 52.278)","(12675469.0, 320.56399012035, 53.022)","(13066544.0, 269.560711903516, 53.808)","(13475403.0, 284.82272865697, 54.616)","(13902697.0, 354.741331058186, 55.43)","(14347860.0, 297.115059777807, 56.239)","(14808791.0, 297.253671772121, 57.028)","(15282524.0, 279.921286581412, 57.782)","(15766806.0, 293.607157402594, 58.485)","(16260933.0, 334.441617716753, 59.129)","(16765122.0, 319.216378750957, 59.717)","(17279139.0, 368.797236936755, 60.256)","(17802992.0, 284.48772631736, 60.752)","(18336722.0, 319.537475081164, 61.212)","(18880265.0, 338.751198261085, 61.65)","(19433520.0, 438.65551579131, 62.079)","(19996476.0, 536.351379012958, 62.509)","(20569115.0, 467.539800351514, 62.944)","(21151640.0, 471.959197029823, 63.388)","(21743970.0, 531.265498542052, 63.836)","(22346641.0, 518.15295430212, 64.28)","(22961259.0, 541.06605856927, 64.713)","(23589897.0, 530.861120641159, 65.133)","(24234080.0, 467.23555367358, 65.539)","(24894370.0, 475.955608372416, 65.931)","(25570511.0, 515.293309281062, 66.311)","(26262313.0, 518.401122965529, 66.681)","(26969306.0, 526.224572187396, 67.041)","(27691019.0, 495.490400891458, nan)"
Maldives,MDV,South Asia,"(89873.0, nan, 37.343)","(92328.0, nan, 37.936)","(94902.0, nan, 38.56)","(97540.0, nan, 39.209)","(100177.0, nan, 39.878)","(102710.0, nan, 40.56)","(105129.0, nan, 41.252)","(107481.0, nan, 41.954)","(109893.0, nan, 42.669)","(112582.0, nan, 43.397)","(115688.0, nan, 44.142)","(119303.0, nan, 44.908)","(123347.0, nan, 45.7)","(127700.0, nan, 46.52)","(132102.0, nan, 47.368)","(136418.0, nan, 48.25)","(140563.0, nan, 49.167)","(144625.0, nan, 50.116)","(148774.0, nan, 51.087)","(153276.0, nan, 52.069)","(158271.0, 268.29663146717, 53.046)","(163821.0, 273.356022449151, 53.998)","(169849.0, 282.226235029846, 54.913)","(176255.0, 328.102960109175, 55.787)","(182848.0, 598.877461603577, 56.621)","(189540.0, 670.860660427692, 57.424)","(196262.0, 723.023804415006, 58.213)","(203024.0, 695.824042858103, 59.008)","(209787.0, 803.722243799229, 59.823)","(216502.0, 875.444098576865, 60.664)","(223159.0, 963.837466719254, 61.529)","(229743.0, 1064.09463044762, 62.413)","(236271.0, 1205.62133550867, 63.302)","(242596.0, 1328.65604682586, 64.185)","(248582.0, 1431.65789594126, 65.059)","(254144.0, 1569.93261682457, 65.923)","(259178.0, 1737.73363461568, 66.784)","(263836.0, 1926.28603518447, 67.644)","(268445.0, 2011.94433727978, 68.501)","(273522.0, 2154.26822563039, 69.348)","(279396.0, 2234.59586137462, 70.173)","(286309.0, 3039.30277623858, 70.964)","(294185.0, 3049.20798137227, 71.708)","(302681.0, 3476.00627289952, 72.399)","(311265.0, 3941.43113584887, 73.034)","(319604.0, 3640.0121322011, 73.612)","(327489.0, 4809.93374014089, 74.138)","(335172.0, 5574.40198148264, 74.621)","(343448.0, 6614.23617985838, 75.073)","(353391.0, 6636.54387067016, 75.499)","(365730.0, 7076.73982087196, 75.905)","(380493.0, 7291.46596660877, 76.293)","(397231.0, 7265.72339947372, 76.664)","(415592.0, 7928.47644265061, 77.018)","(435018.0, 8499.30714783649, 77.36)","(454914.0, 9033.45972427115, 77.691)","(475505.0, 9209.39966526025, 78.013)","(496398.0, 9577.70237570034, 78.325)","(515704.0, 10276.7733887971, 78.627)","(530957.0, 10626.4333466909, 78.921)","(540542.0, 7455.85572772295, nan)"
Mexico,MEX,Latin America & Caribbean,"(37771861.0, nan, 57.077)","(38966049.0, nan, 57.668)","(40195318.0, 378.153495389687, 58.193)","(41462373.0, 409.045570064212, 58.656)","(42771077.0, 469.476136876329, 59.069)","(44123863.0, 494.97026133002, 59.447)","(45519746.0, 534.273631491705, 59.807)","(46956208.0, 565.633408898776, 60.165)","(48431971.0, 606.211132724704, 60.536)","(49945278.0, 650.31172716668, 60.932)","(51493565.0, 689.79492874498, 61.362)","(53076366.0, 738.558476290558, 61.829)","(54689944.0, 826.477350205369, 62.327)","(56324310.0, 981.458982808666, 62.845)","(57966812.0, 1242.09004283348, 63.378)","(59607947.0, 1476.31321709503, 63.922)","(61242189.0, 1453.67067179741, 64.467)","(62869908.0, 1301.32462245746, 65.009)","(64494872.0, 1589.27364023608, 65.54)","(66123908.0, 2034.98866867899, 66.055)","(67761367.0, 3027.37527353192, 66.553)","(69407623.0, 3803.03092550358, 67.031)","(71058650.0, 2597.98290287556, 67.493)","(72709306.0, 2147.71955854609, 67.942)","(74352631.0, 2478.21083598733, 68.38)","(75983486.0, 2569.23971350142, 68.809)","(77599105.0, 1733.91299341331, 69.232)","(79200081.0, 1862.88620439437, 69.649)","(80788725.0, 2247.98138571693, 70.062)","(82368930.0, 2687.91484499786, 70.469)","(83943135.0, 3112.26859475697, 70.866)","(85512621.0, 3661.94796500841, 71.248)","(87075136.0, 4170.62338257237, 71.61)","(88625440.0, 5650.02628596643, 71.953)","(90156396.0, 5854.41811722684, 72.279)","(91663290.0, 3928.22371141004, 72.598)","(93147045.0, 4412.11629751815, 72.925)","(94611008.0, 5289.16765276589, 73.268)","(96056313.0, 5481.18195394699, 73.625)","(97484823.0, 6157.19304371027, 73.988)","(98899845.0, 7157.81449985734, 74.34)","(100298152.0, 7544.56872335784, 74.658)","(101684764.0, 7593.1373448964, 74.922)","(103081020.0, 7075.36964299974, 75.118)","(104514934.0, 7484.486398707, 75.243)","(106005199.0, 8277.67156384567, 75.3)","(107560155.0, 9068.29421839425, 75.296)","(109170503.0, 9642.68051672231, 75.255)","(110815272.0, 10016.5712139986, 75.194)","(112463886.0, 8002.97217765844, 75.128)","(114092961.0, 9271.39839576997, 75.065)","(115695468.0, 10203.4212952716, 75.011)","(117274156.0, 10241.727828043, 74.966)","(118827158.0, 10725.1835873796, 74.93)","(120355137.0, 10928.9160089988, 74.908)","(121858251.0, 9616.64555810607, 74.904)","(123333379.0, 8744.51555912786, 74.917)","(124777326.0, 9287.84958732302, 74.947)","(126190782.0, 9686.51424383118, 74.992)","(127575529.0, 9946.03382879198, 75.054)","(128932753.0, 8346.70237883571, nan)"
Marshall Islands,MHL,East Asia & Pacific,"(14674.0, nan, nan)","(15056.0, nan, nan)","(15547.0, nan, nan)","(16111.0, nan, nan)","(16710.0, nan, nan)","(17282.0, nan, nan)","(17834.0, nan, nan)","(18383.0, nan, nan)","(18966.0, nan, nan)","(19617.0, nan, nan)","(20394.0, nan, nan)","(21305.0, nan, nan)","(22335.0, nan, nan)","(23440.0, nan, nan)","(24530.0, nan, nan)","(25579.0, nan, nan)","(26548.0, nan, nan)","(27479.0, nan, nan)","(28400.0, nan, nan)","(29417.0, nan, nan)","(30574.0, nan, nan)","(31883.0, 972.93228366214, nan)","(33330.0, 1047.64476447645, nan)","(34881.0, 1196.89802471259, nan)","(36564.0, 1234.65703971119, nan)","(38331.0, 1144.73924499752, nan)","(40212.0, 1392.34556848702, nan)","(42168.0, 1493.62075507494, 72.1414634146341)","(44092.0, 1603.1933230518, nan)","(45827.0, 1588.53950727737, nan)","(47265.0, 1660.34063260341, nan)","(48403.0, 1704.58442658513, nan)","(49242.0, 1849.29531700581, nan)","(49828.0, 1996.08653768965, nan)","(50214.0, 2152.20854741705, nan)","(50454.0, 2382.96269869584, nan)","(50523.0, 2194.20857827128, nan)","(50453.0, 2194.23225576279, nan)","(50356.0, 2229.71244737469, nan)","(50418.0, 2267.56912213892, 67.5048780487805)","(50754.0, 2272.67801552587, 65.2390243902439)","(51411.0, 2389.06070685262, nan)","(52368.0, 2515.62404521845, nan)","(53465.0, 2457.6545403535, nan)","(54476.0, 2431.166018063, nan)","(55257.0, 2471.35204589464, nan)","(55765.0, 2537.71720613288, nan)","(56046.0, 2646.87399636013, nan)","(56166.0, 2704.46355446355, nan)","(56255.0, 2662.33401475424, nan)","(56361.0, 2846.06554177534, nan)","(56524.0, 3046.29007147406, nan)","(56712.0, 3181.62470023981, nan)","(56933.0, 3246.63024959163, nan)","(57183.0, 3185.26135389889, nan)","(57444.0, 3199.88684631989, nan)","(57723.0, 3490.99838885713, nan)","(58053.0, 3672.57678328424, nan)","(58412.0, 3793.55098267479, nan)","(58791.0, 4073.10982973584, nan)","(59194.0, nan, nan)"
North Macedonia,MKD,Europe & Central Asia,"(1488670.0, nan, 60.633)","(1507647.0, nan, 61.259)","(1527109.0, nan, 61.87)","(1547449.0, nan, 62.469)","(1569139.0, nan, 63.06)","(1592437.0, nan, 63.642)","(1617797.0, nan, 64.216)","(1644949.0, nan, 64.775)","(1672399.0, nan, 65.313)","(1698150.0, nan, 65.824)","(1720805.0, nan, 66.301)","(1739529.0, nan, 66.736)","(1754951.0, nan, 67.128)","(1769002.0, nan, 67.474)","(1784400.0, nan, 67.773)","(1803008.0, nan, 68.02)","(1825559.0, nan, 68.212)","(1851070.0, nan, 68.355)","(1877690.0, nan, 68.462)","(1902718.0, nan, 68.549)","(1924203.0, nan, 68.64)","(1941527.0, nan, 68.764)","(1955247.0, nan, 68.936)","(1965892.0, nan, 69.162)","(1974413.0, nan, 69.442)","(1981536.0, nan, 69.76)","(1987538.0, nan, 70.094)","(1992278.0, nan, 70.414)","(1995508.0, nan, 70.7)","(1996863.0, nan, 70.945)","(1996218.0, 2354.27525606399, 71.152)","(1993304.0, 2477.68303791297, 71.331)","(1988659.0, 1225.37314943187, 71.502)","(1984024.0, 1352.02845154682, 71.68)","(1981713.0, 1794.700840204, 71.871)","(1983259.0, 2359.79200909084, 72.08)","(1989441.0, 2338.07066109787, 72.309)","(1999588.0, 1964.89271970749, 72.55)","(2012052.0, 1866.8547290074, 72.795)","(2024393.0, 1908.59354359076, 73.038)","(2034823.0, 1854.53627078482, 73.267)","(2042844.0, 1815.84091482906, 73.47)","(2048930.0, 1949.68244943234, 73.642)","(2053426.0, 2409.78935945595, 73.781)","(2057044.0, 2762.59368581172, 73.892)","(2060280.0, 3037.35452023388, 73.986)","(2063132.0, 3326.43851099255, 74.08)","(2065408.0, 4037.12245180833, 74.19)","(2067309.0, 4794.33468216807, 74.324)","(2069030.0, 4546.15217123979, 74.484)","(2070737.0, 4545.39213137603, 74.662)","(2072484.0, 5063.88590630977, 74.846)","(2074275.0, 4697.19668886498, 75.019)","(2076065.0, 5210.1530440089, 75.171)","(2077780.0, 5468.12622486189, 75.299)","(2079335.0, 4843.49238734655, 75.406)","(2080746.0, 5132.99714567042, 75.498)","(2081996.0, 5432.41453143721, 75.589)","(2082957.0, 6087.46831134253, 75.688)","(2083458.0, 6022.24098997419, 75.797)","(2083380.0, 5888.00401517897, nan)"
